,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize
9221,5.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,1,4,6,5,4,5,6,2,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,2,20,1,7,1,10,2,1,2
9222,1.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,4.0,4.0,1.0,5.0,1.0,3,3,7,2,4,6,5,3,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,48,1,4,1,60,1,2,5
9223,4.0,5.0,1.0,1.0,5.0,3.0,2.0,3.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,5.0,3.0,6,5,4,2,6,4,3,3,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,46,1,1,1,70,2,2,1
9224,5.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2,6,5,6,2,3,5,4,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,33,1,7,1,10,2,2,2
9225,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,4.0,1.0,1.0,5.0,5.0,1.0,1,4,7,7,6,7,7,1,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,29,1,1,1,70,1,1,4
9226,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,1.0,2.0,5.0,3.0,2.0,1.0,5.0,1.0,1,5,1,5,6,6,6,7,3,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,34,1,7,1,60,1,3,3
9227,1.0,1.0,3.0,5.0,5.0,5.0,1.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,5.0,1.0,3,5,7,5,7,4,5,1,3,3,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,3,2,2,1,42,1,2,1,60,1,1,3
9228,3.0,3.0,2.0,4.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,4.0,5.0,3.0,5,6,6,6,6,2,4,5,2,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,51,1,4,1,60,1,2,3
9229,2.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,5.0,1.0,7,4,6,2,7,4,6,2,7,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,1,1,67,1,6,1,60,1,2,4
9230,1.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,1.0,1,6,7,5,1,6,2,1,5,6,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,4,1,2,1,48,1,4,1,60,1,2,2
9231,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,5.0,5.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,6,2,6,5,7,3,7,3,4,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,1,2,1,34,3,7,1,60,1,2,3
9232,2.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,4.0,2.0,2.0,5.0,1.0,4.0,5.0,4.0,1,5,7,5,3,6,4,4,6,3,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,3,3,1,1,36,1,2,1,60,1,2,2
9233,5.0,4.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,4.0,2.0,3.0,1.0,4.0,4.0,5.0,1.0,5,3,1,1,7,1,7,7,5,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,23,1,10,1,10,2,1,2
9234,1.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,2,1,5,6,7,1,7,2,5,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,1,1,30,1,3,1,60,1,2,3
9235,1.0,1.0,5.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,3,5,5,4,6,6,5,1,3,4,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,2,1,1,46,2,4,1,60,1,1,2
9236,1.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,4.0,1,2,4,6,6,7,3,2,6,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,1,1,29,1,6,1,60,2,1,1
9237,5.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,5.0,5.0,4.0,5,7,3,2,3,5,5,6,6,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,1,1,25,1,4,1,60,2,1,4
9238,3.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,2.0,3,5,6,6,5,6,6,6,4,3,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,2,1,17,1,1,2,60,2,1,2
9239,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,7,1,6,1,6,3,6,2,7,5,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,3,1,2,23,1,1,1,10,2,1,1
9240,5.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,2.0,5,7,5,1,7,5,3,2,6,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,2,1,1,22,1,2,1,60,2,1,1
9241,2.0,1.0,4.0,5.0,2.0,4.0,5.0,1.0,5.0,4.0,1.0,2.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,6,2,7,1,7,3,6,1,7,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,3,2,1,1,52,1,7,1,60,1,2,2
9242,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,1.0,3,5,6,3,6,4,7,3,5,3,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,2,1,36,1,1,1,60,2,1,3
9243,4.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,5.0,4.0,2.0,5.0,2.0,1.0,3.0,5.0,4.0,5,3,5,5,6,2,5,3,3,2,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,4,2,2,1,39,1,12,1,60,1,2,2
9244,2.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,5.0,5.0,2.0,6,2,3,1,6,2,7,3,6,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,1,1,47,1,1,1,60,1,3,7
9245,4.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,2,6,5,6,4,4,7,2,3,3,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,3,2,2,1,22,1,1,1,60,1,1,3
9246,1.0,1.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,5,5,7,6,6,7,6,1,6,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,48,3,4,1,50,2,0,3
9247,1.0,4.0,1.0,5.0,4.0,1.0,1.0,2.0,5.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,2,5,7,6,7,7,6,7,6,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,1,2,1,20,1,1,1,10,1,1,3
9248,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,1.0,2,2,4,7,6,6,6,3,2,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,43,1,9,2,60,1,2,1
9249,1.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,1.0,1,5,5,5,2,5,6,1,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,34,1,7,1,60,2,2,2
9250,5.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,5.0,5,6,6,5,4,3,7,3,4,2,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,4,2,1,1,43,1,6,1,30,2,2,2
9251,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,2.0,5,5,7,2,7,3,5,3,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,1,1,50,1,2,1,60,2,1,3
9252,5.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,6,2,7,5,5,3,7,1,7,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,3,1,2,39,1,6,3,70,2,2,3
9253,1.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5,1,1,4,7,2,7,1,7,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,3,1,2,1,47,1,6,1,60,1,1,2
9254,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,3,5,7,5,7,5,6,2,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,2,45,1,2,1,10,2,1,4
9255,3.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,6,5,7,4,5,2,4,1,6,2,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,4,2,2,1,36,1,4,1,60,1,2,4
9256,5.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,3.0,4,6,7,4,7,3,4,2,5,3,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,3,2,1,1,53,1,2,1,60,2,2,0
9257,2.0,4.0,3.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1,3,6,2,6,6,4,3,6,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,2,1,44,1,1,1,60,1,1,2
9258,5.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,2,1,6,7,3,7,6,1,6,5,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,1,1,60,1,5,1,60,1,2,2
9259,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,1,6,7,6,5,6,6,1,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,31,1,12,3,60,1,1,3
9260,1.0,3.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,5.0,5.0,1.0,4.0,3.0,3.0,1,2,6,1,6,7,6,1,7,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,22,1,5,1,60,1,1,4
9261,4.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,4,3,6,2,5,2,1,4,6,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,1,1,1,23,1,12,1,50,2,1,3
9262,1.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,5.0,5.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,7,6,7,4,5,1,6,4,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,36,1,7,1,60,1,2,4
9263,2.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,5.0,4.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,6,6,7,2,7,1,6,1,6,2,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,3,2,2,1,50,1,6,1,30,1,1,2
9264,4.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,6,3,5,1,6,2,1,1,6,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,3,1,1,20,1,2,1,60,2,1,1
9265,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,7,6,7,2,7,1,5,5,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,2,1,32,1,12,1,70,1,2,1
9266,4.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,5.0,1.0,5,1,5,7,7,2,6,5,2,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,40,1,7,2,60,1,2,2
9267,5.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,5.0,5.0,4.0,2,7,7,6,1,2,2,1,2,4,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,4,2,2,1,34,1,4,1,0,1,2,0
9268,1.0,2.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,6,2,5,4,6,2,6,5,4,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,2,2,2,1,18,1,4,1,60,2,1,3
9269,2.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,6,4,2,1,5,2,6,5,6,3,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,2,2,1,50,1,1,1,60,1,1,1
9270,2.0,2.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,6,2,7,5,7,5,7,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,24,1,7,3,30,2,1,1
9271,3.0,4.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,1.0,6,6,4,4,6,5,6,5,4,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,3,3,2,1,26,1,1,2,60,1,1,1
9272,2.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2,2,6,2,5,5,3,3,6,6,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,1,1,29,1,4,1,60,1,2,2
9273,4.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,4.0,5.0,2.0,2,4,7,6,6,7,7,2,4,5,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,2,1,23,1,2,2,60,1,1,2
9274,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,5.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,3,5,6,4,5,5,3,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,15,1,1,1,70,2,1,3
9275,5.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,2.0,4.0,5.0,1.0,1.0,4.0,5.0,1.0,7,3,6,2,7,1,4,2,6,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,3,1,1,41,1,9,2,60,2,2,1
9276,4.0,4.0,2.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,2.0,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,21,1,12,2,60,1,1,4
9277,1.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,1,6,7,5,3,7,4,1,5,6,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,4,1,2,1,39,2,1,1,60,1,1,2
9278,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1,6,1,6,6,6,2,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,58,3,9,1,60,1,2,5
9279,4.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,5.0,1.0,2,5,5,6,5,6,5,5,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,26,1,4,1,60,1,1,2
9280,1.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,2,6,7,5,4,6,1,2,5,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,31,1,1,1,60,1,1,1
9281,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,7,5,3,3,6,2,3,6,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,26,2,7,1,60,1,1,1
9282,4.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,2,5,7,5,5,6,7,2,4,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,1,40,1,1,1,60,1,1,1
9283,2.0,1.0,2.0,4.0,5.0,2.0,1.0,4.0,5.0,4.0,2.0,4.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,4.0,5,2,6,1,6,6,6,1,7,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,23,1,4,1,60,1,1,2
9284,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,3,5,6,5,6,5,6,3,5,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,3,2,1,42,1,1,1,70,2,2,2
9285,3.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,2,5,6,4,7,5,6,5,5,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,4,1,2,1,51,1,12,1,60,1,2,1
9286,5.0,2.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,3.0,5.0,1.0,1.0,5,5,3,5,3,2,6,5,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,19,1,10,1,70,2,1,3
9287,1.0,1.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,4,5,6,2,7,7,5,6,7,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,1,1,47,3,6,1,60,1,1,1
9288,5.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,5.0,4.0,5.0,3.0,4,6,3,1,5,5,5,5,6,4,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,3,2,1,2,27,1,2,1,70,1,1,2
9289,1.0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,7,2,7,0,0,3,7,1,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,3,3,2,2,55,1,4,2,70,1,2,2
9290,1.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,1,5,6,5,5,7,3,1,7,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,43,1,6,1,10,2,2,3
9291,5.0,4.0,2.0,4.0,5.0,2.0,1.0,2.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,5.0,2.0,3.0,4,4,6,2,6,6,5,6,7,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,1,1,52,1,6,1,60,1,2,1
9292,5.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,5,5,3,5,6,7,5,6,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,2,28,2,7,0,10,1,1,3
9293,4.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,1.0,2.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,2.0,5,5,3,5,6,2,7,7,5,2,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,2,1,2,1,18,1,6,1,60,2,1,4
9294,4.0,5.0,1.0,3.0,4.0,5.0,4.0,1.0,5.0,5.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,1.0,5,1,6,3,5,2,7,3,2,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,21,1,1,1,60,2,1,3
9295,4.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,5.0,2.0,3.0,2.0,1.0,5.0,3.0,4.0,5.0,2.0,4.0,1.0,5,3,3,5,6,3,6,2,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,20,1,4,1,10,1,1,3
9296,1.0,1.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,6,3,6,2,7,5,7,5,6,3,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,3,2,2,1,38,1,7,1,30,1,2,1
9297,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,1,6,5,6,5,7,6,6,7,7,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,2,2,1,1,19,1,12,1,10,2,1,2
9298,5.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,6,7,2,6,6,2,2,7,2,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,1,2,20,1,4,1,30,1,1,3
9299,3.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,2,5,5,5,3,6,5,5,3,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,1,1,41,2,5,1,60,1,1,1
9300,2.0,2.0,4.0,3.0,1.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1,5,5,7,4,6,6,1,4,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,4,1,2,1,23,2,6,1,30,2,1,5
9301,1.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,5.0,4.0,2,1,7,2,7,7,7,1,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,63,1,7,1,60,1,2,1
9302,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,7,7,5,1,7,1,7,1,7,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,4,3,1,2,29,1,8,1,10,1,2,3
9303,1.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,7,2,7,6,6,2,7,5,3,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,2,2,1,30,1,12,1,60,2,1,2
9304,3.0,2.0,3.0,4.0,4.0,3.0,1.0,5.0,5.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,2,6,6,5,6,6,6,1,5,4,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,2,27,1,2,1,60,1,1,5
